alert.corr.obs	orient.corr.obs	control.corr.obs
ABLIM3	-0.0937124977025819	-0.156968800095121	-0.128492535340283
ABR	-0.116161966227943	-0.145761112278435	-0.124742826999806
ABRACL	0.210610481082599	0.332337271404668	0.190130502850039
ABRAXAS2	-0.00925664833843435	0.00785098608017802	0.0168582254377384
ABT1	0.135465734797916	0.152898619510662	0.0619782301975689
ABTB1	0.240691000582826	0.22050219789692	0.0780544474800294
ABTB2	0.20397880378124	0.249656433341998	0.156298613277208
ACAA1	0.0115301429272795	-0.147180828736704	-0.0872686255079429
ACAA2	-0.184579097927457	-0.272426366457677	-0.134511220403536
ACACA	-0.0647928521386829	-0.111039411923012	0.00879141812663711
ACACB	-0.051518889535625	-0.152081129927028	-0.102426926923351
ACAD10	-0.0119723457149934	-0.00647145885630683	-0.00584089865770213
ACAD11	0.19163674590111	0.193536933393318	0.0742206077299279
ACAD8	0.180206017979916	0.0752540206327326	0.0881408736230993
ACAD9	-0.147379016801002	-0.244679621124998	-0.145301475664737
ACADL	-0.236260830375701	-0.365423093358077	-0.237438149482822
ACADM	0.106747946944595	0.116981059363516	0.112270417629354
ACADSB	0.00359118886136976	0.085652960490855	0.0219005194147666
ACADVL	-0.253683819173391	-0.342336766729053	-0.275532269151603
ACAN	0.327456619358597	0.383224816077397	0.249005184453114
ACAP2	0.0459518837377842	0.155850390390467	0.0575753048167603
ACAP3	-0.0971601755874615	-0.0163676650387501	-0.0249198817061386
ACAT1	-0.100837870589816	-0.141472898391136	-0.0560701627023446
ACAT2	-0.104467523222631	-0.242382326008064	-0.0670395008614286
ACBD3	0.0731954952534683	0.147834521637094	0.0646661515665046
ACBD4	-0.0121156783281865	0.0273567156160815	0.0216044240419448
ACBD5	0.0400006108348689	0.113445654534229	0.110962132205161
ACBD6	0.0384255438651285	-0.07739975055401	-0.0230870526830038
ACBD7	-0.0807265247567439	-0.0413756616397377	0.0814486257831587
ACCS	-0.211939649633537	-0.216942902623489	-0.0990996430795084
ACD	0.0507375536126318	0.0362679681731306	-0.0682609660025157
ACE	0.145731592812091	0.105370657456291	-0.0270032045410016
ACER2	-0.0309305736369026	0.119935478223424	0.00872181251162588
ACER3	0.158793733789632	0.178617054080808	0.0913514691414395
ACHE	0.153533236427409	0.096730730587665	0.147856199118229
ACIN1	0.0285724730008152	0.0774282224202732	0.0924271952089045
ACKR1	-0.0161075997037015	-0.0351827031763047	-0.0890007809410561
ACKR2	-0.00801698852483731	-0.0256456994848749	0.032531426682701
ACKR3	-0.333690314379089	-0.434653400755908	-0.280842789600452
ACKR4	-0.0120248465540866	-0.0154430119175372	-0.0314245447898309
ACLY	0.119991802213943	0.136572914320087	0.129351361045889
ACO1	0.0176606291476579	-0.0239345989740557	-0.0222277003131975
ACO2	-0.00460271946485671	-0.15146718043103	-0.0688011476705643
ACOT11	0.0717706407692937	0.0661519545503179	0.0916629550867309
ACOT13	-0.0105051808696064	-0.176544974804063	-0.0793430581660745
ACOT2	-0.276852264480756	-0.395171644438968	-0.271650591937249
ACOT4	-0.0525618182182047	-0.102731563603282	-0.069568657353914
ACOT7	-0.107048199296709	-0.199826427353512	-0.0732733207505388
ACOT8	-0.222404169681783	-0.395705457922884	-0.221399443502691
ACOT9	0.221948417752417	0.268475168572355	0.224711202214665
ACOX1	-0.0562421456531319	-0.0877454173169311	0.0203119030360527
ACOX2	-0.254134001463175	-0.370042848329616	-0.203420095439307
ACOX3	-0.154211057964447	-0.315346883609974	-0.148219227282607
ACP1	-0.206990631241306	-0.310729615717123	-0.159935106169621
ACP2	0.0255308968296804	0.106947671291253	0.118723252080297
ACP5	-0.134220214559102	-0.149389168667534	-0.0805113295415619
ACP6	0.0541746113621774	0.0980354539093218	-0.0530440540336436
ACPP	-0.0385883803318427	-0.0459051299324753	-0.0168478227449838
ACR	0.114072460750872	0.101596411408574	0.0767290890125102
ACRBP	0.0479788011971404	0.0316305721356039	0.00992537396746482
ACSBG1	-0.173232687076877	-0.173675896170601	0.000737232790950584
ACSF2	-0.244083130616098	-0.251733809252077	-0.0700093352262163
ACSF3	0.115184674004622	0.0391726712211844	0.0310137789934559
ACSL1	0.029431959685143	0.0700820009617668	0.000162042198868606
ACSL3	0.219881063872632	0.30080469502485	0.162868906655509
ACSL4	-0.25354526173407	-0.285417999063905	-0.14301480323379
ACSL6	0.286266887994912	0.415029646819281	0.285171300480778
ACSM1	-0.0264688480366698	-0.0914225281791458	-0.165789346413097
ACSM2A	0.104803330744783	0.0561293004101166	0.0438049222471131
ACSM5	-0.236432932585492	-0.352411383845178	-0.231600356635767
ACSS1	-0.118544625532716	-0.150330097630772	-0.025458884168517
ACSS2	0.204228307639663	0.174582483043541	0.0618380862442033
ACSS3	-0.0957944582026202	-0.138285438707242	-0.0317359820563617
ACTA1	-0.136172043987357	-0.29365968740764	-0.128194372211499
ACTA2	-0.0898861077768053	-0.184951139714723	-0.117538943690079
ACTB	-0.0752335934389718	-0.19367350704882	-0.14055170833036
ACTBL2	-0.0765473206518335	-0.0457233802361941	0.00979652525421959
ACTC1	-0.202096383350316	-0.341287544633957	-0.151133435405859
ACTG1	-0.243352385393857	-0.298613214895953	-0.11614112981039
ACTG1P4	-0.233772448502901	-0.297218400989853	-0.143275330048057
ACTG2	-0.0622803084603912	-0.152116818363821	-0.127705369268081
ACTL10	-0.0201196129730411	-0.0413835976656062	-0.041893695159717
ACTL6A	-0.00850430473164051	-0.0616082780457619	-0.0173327341502556
ACTL6B	0.146760002880509	0.202078707918842	0.120853962661697
ACTL8	0.0888019007145853	0.0104137761392126	-0.0141692019028057
ACTN1	-0.119003700667808	-0.170209590072806	-0.13463262910643
ACTN2	-0.0988903374087443	-0.214514301185557	-0.130632123306902
ACTN4	0.294649823257721	0.350011227213669	0.214946160139311
ACTR10	-0.233355366435621	-0.329182744683446	-0.101228831570812
ACTR1A	-0.171858775025275	-0.326254455096782	-0.18514196369042
ACTR1B	0.187438918122895	0.304098504165319	0.204408951001695
ACTR2	0.0657382890381278	0.140732209201962	0.130607506517473
ACTR3	0.0458936898492247	-0.0365203931696453	-0.0604724899941145
ACTR3B	-0.25906520866786	-0.382833995303466	-0.245927438022544
ACTR3BP2	-0.148651871657749	-0.165357845407214	-0.0341434638368196
ACTR3C	-0.0449944877910552	-0.146707128674833	-0.0587568440752198
ACTR5	-0.126855593103375	-0.0111956249602692	-0.107102560112132
ACTR6	0.11171202010974	0.188897499371235	0.246789351633427
ACTR8	0.0547490672866018	0.00652352990104836	0.138774083060287
ACTRT3	-0.0783785032410728	-0.0943713621466456	-0.0568288509881475
ACVR1	0.155012970484286	0.137120517987245	0.0892339268243076
ACVR1B	-0.0443906796424326	0.00551399719179359	-0.00297713925591808
ACVR1C	0.243042388212392	0.278822317099627	0.117668402785657
ACVR2A	-0.312423826141772	-0.360793655773347	-0.261680088214618
ACVR2B	-0.218215705810473	-0.24590912144083	-0.0998665584554125
ACVRL1	0.048830356384429	0.0261164864701949	0.0040054242543424
ACY3	-0.17368337330834	-0.289455805730634	-0.228659850846984
ACYP1	-0.0166067929664356	-0.0460933614211136	0.0483294984366909
ACYP2	0.325155486571919	0.342226362661669	0.324678820828372
ADA	-0.0194303576804487	-0.00777451439896333	-0.00478139700507124
ADA2	0.0762135856998471	0.063059012245753	0.0741050750259681
ADAD2	0.118510065963024	0.065819218496468	0.0590764622658812
ADAL	0.0413932146338182	-0.00523222194002826	0.0651432929791293
ADAM10	-0.0566383177793759	-0.050542576473601	-0.0300020900823074
ADAM11	0.205090275699786	0.154132231115074	0.13377157375514
ADAM15	0.076811212877296	0.111675591132097	0.109636586648883
ADAM17	-0.104448040815244	-0.149989129063567	-0.181753926650371
ADAM19	0.0391360965656841	0.0759522357144263	0.0911583326180419
ADAM20	0.0649012381706647	0.113713798863102	0.0856515565736209
ADAM20P1	0.103499484621243	0.140212861022625	0.0626784407900332
ADAM22	0.289612110371417	0.351289494540173	0.180481540420534
ADAM23	0.372283284201864	0.452375534374047	0.285828575257004
ADAM28	-0.287994700302699	-0.425912371146352	-0.298435364608749
ADAM29	0.0211914820471087	0.0727345937416763	0.0391816297052896
ADAM33	0.0349960490798611	-0.00597008697984111	0.0705819233627189
ADAM7	-0.0490933143117702	-0.0652985026238653	-0.0713601940503843
ADAM8	0.103115541904663	0.263285829956173	0.11099333697964
ADAM9	0.0425351035696758	0.172398219383717	0.0493026871275782
ADAMTS1	0.00221208692953531	0.00999419605102888	-0.00183211939192075
ADAMTS10	-0.0446582955228634	-0.0796459839678182	-0.106444656917834
ADAMTS13	0.198666555353687	0.288472349971146	0.12558441118896
ADAMTS14	0.1048294239362	0.138347016835659	0.0385554332280938
ADAMTS19	-0.330548196994758	-0.435196819028818	-0.189320769688628
ADAMTS2	0.0422317958848283	-0.00113907383511286	0.0272750115900401
ADAMTS4	0.0876223768714278	0.0368916065903749	0.0479063257639589
ADAMTS5	0.287696642787193	0.323094543708786	0.170382499639492
ADAMTS7	-0.132784941093532	-0.208383303065206	-0.043620037473559
ADAMTS8	-0.0442263568890267	-0.0953735822231969	-0.0184818165989724
ADAMTS9	-0.212456993919816	-0.35180495912999	-0.154976000739818
ADAMTSL1	0.159287584895895	0.302573112576794	0.177231419840001
ADAMTSL2	-0.10974110500094	-0.283995881021118	-0.179747456066514
ADAMTSL3	-0.0505420289045604	-0.221081049065982	-0.129687628540653
ADAMTSL5	-0.0353247786982508	-0.00424440123650229	0.0239008593732155
ADAP1	-0.0234185575013134	-0.0640775007002953	0.0163540511602211
ADAP2	-0.264153730050877	-0.409277487576051	-0.241158614554818
ADAR	0.0663623837748688	0.0306885757985841	0.0131901146817841
ADARB1	0.096457576578612	0.0426798360646895	0.0145546121658888
ADARB2	0.00509960091178401	-0.0426746320174187	-0.0860742231075442
ADARB2.AS1	0.00798651224134541	-0.103793436969709	-0.0274552202928989
ADAT1	0.213279486974582	0.224868817209353	0.157511393060884
ADAT2	-0.0179767058795285	0.0362807553978334	-0.0219793911866417
ADAT3	0.18129771586385	0.174066788626932	0.168581291950626
ADCK1	-0.0169579654680714	-0.0551812440421609	-0.068805215053011
ADCK2	-0.0259873853518089	-0.0415129000147818	0.0647589567739754
ADCK5	-0.167647726222187	-0.234203439377708	-0.171375648184331
ADCY1	0.0947264901467777	0.158777245778637	0.0967801909410124
ADCY10P1	-0.04910404701139	-0.00121428310767023	0.0462453419730764
ADCY2	-0.165189283939399	-0.288547668335323	-0.152092440198022
ADCY3	0.115098818321776	0.194865469777306	0.0530835595423744
ADCY4	0.057310043694171	-0.0132521669643273	-0.0281953131786164
ADCY5	-0.0651398741571081	-0.0687579995475683	0.00155867090227854
ADCY6	0.0165892840477843	0.0334166568377069	0.00740912681643333
ADCY7	-0.180050596657352	-0.282639471580647	-0.113627282988447
ADCY8	0.0570367802451895	0.094541108060076	0.0970350826270441
ADCY9	0.369215654173013	0.468188530303431	0.270099838584391
ADCYAP1	-0.117741269073606	-0.231275348670693	-0.084133185370812
ADCYAP1R1	-0.291062956126347	-0.377038728155853	-0.230456317515039
ADD1	0.234785583433261	0.317365179007613	0.212680780070915
ADD2	0.0141742958167951	0.114625047804257	0.0386419889394529
ADD3	-0.207615064709214	-0.194840428852655	-0.0167812576247485
ADGRA1	0.1572497526153	0.123704546070513	0.0453322479010199
ADGRA2	0.109755987763895	0.0972609823199637	0.0186424359578996
ADGRA3	-0.307318731045153	-0.403052534814755	-0.206909879411421
ADGRB1	-0.0695559669257479	-0.0882690906537764	-0.0239368465941621
ADGRB2	-0.068728820586776	-0.121518140144087	-0.0337560730668034
ADGRB3	-0.229302723168239	-0.293593185559583	-0.172614297920002
ADGRE5	-0.0508752797614868	-0.0980971130146555	-0.0443754234560968
ADGRF5	-0.0939901689004539	-0.232603706123764	-0.15533288222053
ADGRG1	-0.339609195596806	-0.437779363243293	-0.219973385789058
ADGRG5	0.0347153925564371	0.0762988188968903	0.0867771525982009
ADGRG6	-0.161470662440229	-0.213971419273726	-0.210264379184825
ADGRL1	0.167335960114449	0.187145048480876	0.125396829939455
ADGRL2	0.199204228631238	0.340633165501665	0.20722313668979
ADGRL3	-0.207048709785237	-0.256315080099982	-0.133359928956773
ADGRL4	0.125888396534762	0.133176347987056	0.0498233449899224
ADGRV1	-0.253949119751418	-0.289142678868091	-0.107116899471953
ADH1C	0.195249059894967	0.114242538373883	-0.0155542807938908
ADH5	-0.115606874021392	-0.128457131982594	-0.0356639198104842
ADHFE1	-0.164101554522299	-0.152293997728952	-0.0334075975171615
ADI1	-0.219818875802504	-0.280699436393098	-0.14143271245477
ADIPOR1	-0.115865299848072	-0.0821309006828465	-0.0318812791635751
ADIPOR2	0.0626096726888031	0.0396382104348642	0.0231840122791438
ADIRF	-0.283233047655224	-0.41466027376653	-0.315941410799683
ADK	0.168806559683631	0.11495559605134	0.163993651490618
ADM	0.188486022965963	0.240676075654903	0.111556826392145
ADM5	-0.287180934517741	-0.372209597013685	-0.23420212384817
ADNP	-0.0925707907132343	-0.116737909820157	-0.124956614862242
ADNP.AS1	0.0260889107101312	-0.0200462774385919	-0.0119941938129101
ADNP2	0.150156520863612	0.191545321974836	0.0562402079085606
ADO	0.23700356507027	0.287903921468548	0.218347522465215
ADORA1	0.13697182940231	0.125000845311905	0.136118957312459
ADORA2B	-0.272977834029796	-0.324710155612936	-0.10489365908204
ADPGK	0.100101712347051	0.124906582771534	0.109485367461349
ADPRHL1	0.165283958811861	0.067151940963881	0.0231548768855609
ADPRHL2	-0.115598115663951	-0.196207091814366	-0.123680353346334
ADPRM	0.00101688311040449	0.0629842708187841	0.0802539656122045
ADRA1A	-0.124114276154721	-0.201493539506996	-0.111676584915249
ADRA1B	-0.236603575229115	-0.415369720388929	-0.195895193997122
ADRA1D	0.248333333550603	0.226748918660635	0.224524477708056
ADRA2A	-0.0194695669989569	-0.0779133794865733	-0.0846160296835799
ADRA2C	-0.219423367595222	-0.388192780424352	-0.219217363141158
ADRB1	0.154691920443054	0.223351998077524	0.103909572580355
ADRB2	-0.267585237687623	-0.428392095317556	-0.298346113027373
ADRM1	-0.0202899772909545	-0.0770180694387886	-0.0423613080789693
ADSL	-0.120375953322092	-0.119162587623718	-0.0458988504736101
ADSS	0.0221822448495446	0.0302925696679488	0.082071041680286
ADSSL1	0.16275024546201	0.180803061805963	0.128636045909482
ADTRP	-0.233439855435446	-0.362729441598446	-0.195371992622849
AEBP1	-0.202240666060075	-0.358492567355725	-0.1722147366447
AEBP2	0.204840679174084	0.292583481833808	0.186426122065781
AES	0.0564831543603276	0.113884437390685	0.112864201679552
AFAP1	-0.0924943529670314	-0.0952050498274072	-0.0840604677408517
AFAP1L1	0.139320226176613	0.127802898536639	0.110059841899638
AFAP1L2	-0.0419528791180209	-0.09371053087253	-0.0299249596757171
AFDN	-0.0175652351066519	-0.0762597857938863	-0.0735676132945135
AFDN.DT	-0.111438397698354	-0.142144373075713	-0.157003936204599
AFF1	0.0917901335170445	0.18509431628047	0.060383289420008
AFF2	-0.165405013084133	-0.223779151675	-0.215089984198045
AFF3	0.0164830845583963	0.0153410194802226	0.0256333639239534
AFF4	-0.0283538747618214	0.0254860415811093	0.0932994666003218
AFG1L	0.0582089653172224	0.0310568933746893	0.0435580101790271
AFG3L1P	0.0521186198513144	0.161395374128807	0.0469478859642873
AFG3L2	0.0911882957642617	0.182776440795845	0.132689040548297
AFMID	0.0203966605016081	-0.0269659178595835	0.00236888505468184
AFTPH	0.257523914189674	0.324825601644907	0.173216925126105
AGA	-0.133238079532388	-0.277719912494979	-0.131022101820193
AGAP1	0.000707150974380749	0.0892382297026746	0.0424842313169604
AGAP11	-0.0285370411901818	0.136193119368678	0.0360031402033183
AGAP2	-0.185307386318917	-0.20034139293252	-0.10082234519912
AGAP2.AS1	-0.0797090426467196	-0.133026812566089	-0.0954228221715378
AGAP3	-0.140102207714518	-0.177919513599498	-0.0741775805821508
AGAP5	0.0901778902193952	0.225064782312534	0.128468695270083
AGBL2	0.00671409771963495	-0.0186515136482292	-0.0280807153926843
AGBL3	-0.0372669162998211	-0.000467304009285991	-0.00924503583573994
AGBL4	-0.0482947400000689	-0.0176782381598897	-0.0445100995155747
AGBL5	0.0574984108201194	0.131595344494193	-0.00626658500334296
AGER	-0.0979756125644009	-0.149139616715875	-0.219179817064307
AGFG1	-0.0510954738565877	-0.0669992865067527	0.0286966907649213
AGFG2	-0.0971845091695349	-0.16759929115451	-0.0841574001627437
AGGF1	0.0504654709505195	0.0602076736979788	0.0972628794017485
AGK	0.220923777761038	0.258728762822695	0.114554929060204
AGL	-0.0697071643323727	-0.0530202407841185	-0.0460812585178803
AGMAT	0.0463237297942633	-0.101126772806304	0.0610144551974329
AGO1	0.30364631905978	0.43870614404624	0.20113365853595
AGO2	-0.00305495352981461	0.0930566447981931	0.00815295526995101
AGO3	0.101633454809492	0.157157922129672	0.0522513294111926
AGO4	0.0931294526007391	0.252787050209103	0.131222365045142
AGPAT1	-0.121614698435027	-0.237499309306228	-0.20098211230804
AGPAT3	0.263878189591991	0.263969842194135	0.0885423315861322
AGPAT4	-0.0719626315201967	-0.106888522408122	-0.0703249833596819
AGPAT4.IT1	-0.0897301442950827	-0.128079143513425	-0.083668961619682
AGPAT5	0.051699702095549	0.0559012541829353	0.182720200742396
AGPS	0.0321472930133129	0.0367515488745525	0.0513259255293189
AGRN	-0.127342116199964	-0.131667489063817	-0.149126984208959
AGT	-0.120468981157415	-0.0751021999976699	0.0241885789637479
AGTPBP1	-0.0702336025528626	-0.155889684317322	-0.0654434744921235
AGTRAP	-0.071283146821439	-0.114894148265758	-0.117389428919593
AGXT	0.0151242343204285	-0.0118900820019679	-0.0156710833768749
AHCTF1	0.0599277145712459	0.120916147430609	0.110007170233168
AHCY	-0.120296754885372	-0.246007064586145	-0.163442760717307
AHCYL1	0.0149535365897689	-0.00121208668026109	0.053254958405826
AHCYL2	-0.00826490493555712	-0.0467951822347885	0.0533854395410345
AHDC1	-0.17941339470934	-0.208049614092006	-0.17792402721143
AHI1	0.139213169503534	0.281364399619941	0.148869445255331
AHNAK	-0.187627884817467	-0.278074399665784	-0.12033313872475
AHNAK2	0.132119132692534	0.0620586562483245	0.0543734052126785
AHR	-0.039099805173915	-0.00130933030579761	0.00263743164720045
AHRR	-0.272000934535878	-0.365609111741626	-0.231474152755949
AHSA1	0.0875370814931614	0.1195562232952	0.0984077030567699
AHSA2P	-0.101482497226775	-0.0161813971541233	-0.0217354740330807
AHSG	-0.162367248205997	-0.115532434464597	-0.131880493856705
AIDA	0.127468688850334	0.187967454251522	0.0995162533770581
AIF1	-0.259155235079299	-0.359964701806912	-0.19991683783306
AIF1L	0.0829724339759546	0.0707518541157067	0.0612944813731967
AIFM1	0.107656000653091	0.0691568019071607	0.0499075465136615
AIFM2	-0.251455708459898	-0.326326763067829	-0.184474262092225
AIFM3	0.275126920592676	0.348340595731005	0.195552873177636
AIG1	-0.103889612931203	-0.180796849324622	-0.0633974970260533
AIM2	-0.0785382967147422	-0.00760596578992297	-0.147859052254376
AIMP1	0.103478285840759	0.136528812174297	0.119864790306068
AIMP2	-0.005851430126778	-0.0899621654824876	-0.000385284428609496
AIP	0.110275395257714	0.0504841732664715	-0.0352422639459525
AIRE	0.0380664245943591	-0.104909435507335	0.0223368179912852
AJAP1	-0.236188871428695	-0.249661376755439	-0.153184155236938
AJM1	0.0991043419771215	0.111224637630789	0.0544522431586807
AK1	0.236636280683235	0.267288697584652	0.166112248723058
AK2	0.249338089516527	0.210463344021873	0.120179075390837
AK3	-0.181802903644519	-0.271970669975725	-0.105703087271813
AK4	-0.273545250136129	-0.337509852574726	-0.176545545478079
AK5	-0.145128726249695	-0.238779681078154	-0.150747744070728
AK6	-0.154949239042707	-0.159833777666567	-0.0609245204861434
AK8	-0.0837633147334191	-0.177726385779582	-0.12601846502801
AK9	-0.0414320682946337	-0.0592684744821828	0.00997317868757571
AKAIN1	0.225985364275654	0.199391916927562	0.043270941891112
AKAP1	0.0247421006470211	0.0129955405746922	-0.0624459644799695
AKAP10	0.0348022181073941	0.0748439055199581	0.0293760086996156
AKAP11	-0.00640282141148457	-0.0933535649530571	-0.0582590555508607
AKAP12	0.251592026690576	0.183381236472289	0.118272194432789
AKAP13	0.185852792667423	0.331964433321009	0.208006911931554
AKAP17A	0.0659436837860443	0.143811951543587	0.0150677455619311
AKAP5	-0.166561627283601	-0.209704380703092	-0.101411928078082
AKAP6	0.125957205492543	0.0636998758188555	0.000988388677643703
AKAP7	0.287995103857131	0.324589008280959	0.271007012459244
AKAP8	-0.0845502876657873	-0.179833934789094	-0.0355785627307771
AKAP8L	0.0432430667058616	0.12731667358354	0.188630390485958
AKAP9	0.039390101231107	0.0737015843887837	0.0852971641613483
AKIP1	-0.124163500297208	-0.237881150399902	-0.206898285121599
AKIRIN1	-0.0910339586406401	-0.127319280145702	-0.124601403710565
AKIRIN2	-0.0758551488202395	-0.123269883749993	-0.0317251588523281
AKR1A1	0.00602105586768768	-0.015703023105783	0.00434718037741959
AKR1B1	0.038670660513117	0.00144814194334351	0.0756531406505554
AKR1C1	0.065789998976061	-0.052049758002477	0.12241748399314
AKR1C3	-0.0521600891235197	-0.10599650511004	0.0676856165449796
AKR1C4	0.0382474595732078	-0.079177442745744	0.106662982429764
AKR1E2	-0.0380008347945046	0.0250517797171876	-0.0144367266211073
AKR7A2	-0.1857700429718	-0.324911044485242	-0.15785782034303
AKR7A2P1	-0.18785113467404	-0.287392424396687	-0.247256635936082
AKR7A3	-0.129897652092751	-0.127408483088223	-0.00517015284896875
AKR7L	-0.25828883403422	-0.359139784087064	-0.171735280771204
AKT1	0.0352904387841562	0.113632294163908	0.101924224040203
AKT1S1	0.166744709226882	0.162911877601116	0.0285736002091177
AKT2	0.0626013968269685	0.109881664495934	0.074481263707417
AKT3	0.10537345565037	-0.0173406052429938	-0.113589431962456
AKTIP	0.017978362400552	-0.0164002180279031	0.0981198532015409
ALAD	-0.0385949047136402	-0.108522001113639	-0.0691048299747063
ALAS1	0.127253130685641	0.0277307376560812	0.0451499048017149
ALAS2	0.0404607501853047	-0.0373606953133047	-0.0910285857349795
